Year,Region Code,Region,BNF Chemical Substance Code,BNF Chemical Substance,BNF Product Code,BNF Product,Items,Total number of unique identified patients,Patient Identified (Y/N),Patient Age Band (Years old),Gender,Net Ingredient Cost (£)
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,154,131,Y,60+,Female,"21,066.74"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,146,130,Y,60+,Male,"19,645.81"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,1,0,N,18-29,Not Known (not recorded),92
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,4,0,N,40-49,Not Known (not recorded),828
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,24,0,N,50-59,Not Known (not recorded),"3,633.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,46,0,N,60+,Not Known (not recorded),"5,180.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,351,304,Y,18-29,Female,"49,253.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,112,95,Y,18-29,Male,"10,766.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"1,018",850,Y,30-39,Female,"133,828.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,494,425,Y,30-39,Male,"60,343.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"2,033","1,712",Y,40-49,Female,"239,252.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"1,415","1,171",Y,40-49,Male,"166,101.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"3,704","3,058",Y,50-59,Female,"451,098.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"2,811","2,344",Y,50-59,Male,"333,502.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"4,219","3,545",Y,60+,Female,"494,464.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"4,948","4,125",Y,60+,Male,"582,319.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,1,0,N,18-29,Not Known (not recorded),92
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,12,0,N,30-39,Not Known (not recorded),"1,380.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,29,0,N,40-49,Not Known (not recorded),"2,813.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,107,0,N,50-59,Not Known (not recorded),"11,187.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,164,0,N,60+,Not Known (not recorded),"16,463.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"1,024",851,Y,18-29,Female,"109,840.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,372,311,Y,18-29,Male,"41,714.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"3,720","3,103",Y,30-39,Female,"387,961.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"1,982","1,634",Y,30-39,Male,"208,574.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"8,658","7,070",Y,40-49,Female,"919,656.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"5,170","4,277",Y,40-49,Male,"546,768.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"16,156","13,252",Y,50-59,Female,"1,692,825.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"12,553","10,388",Y,50-59,Male,"1,333,030.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"20,443","17,022",Y,60+,Female,"2,132,294.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"21,559","18,036",Y,60+,Male,"2,232,490.00"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,1,0,N,50-59,Not Known (not recorded),73.36
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,8,0,N,60+,Not Known (not recorded),603.94
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,8,6,Y,18-29,Female,586.88
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,18,14,Y,18-29,Male,"1,687.28"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,47,39,Y,30-39,Female,"3,567.34"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,4,4,Y,30-39,Male,310.5
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,136,82,Y,40-49,Female,"8,755.85"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,87,79,Y,40-49,Male,"7,431.53"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,315,272,Y,50-59,Female,"26,634.77"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,351,301,Y,50-59,Male,"30,477.64"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,"1,120",956,Y,60+,Female,"106,951.01"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,"1,289","1,107",Y,60+,Male,"123,805.87"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,27,24,Y,40-49,Female,"2,866.15"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,1,1,Y,40-49,Male,327.56
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,27,24,Y,50-59,Female,"2,620.48"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,23,21,Y,50-59,Male,"2,784.26"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,154,136,Y,60+,Female,"17,688.24"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,154,126,Y,60+,Male,"14,822.09"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,3,0,N,30-39,Not Known (not recorded),220.08
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,7,0,N,50-59,Not Known (not recorded),513.52
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,29,0,N,60+,Not Known (not recorded),"2,127.44"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,6,6,Y,18-29,Male,440.16
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,59,54,Y,30-39,Female,"4,621.68"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,101,94,Y,30-39,Male,"8,069.60"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,222,194,Y,40-49,Female,"16,726.08"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,168,146,Y,40-49,Male,"12,691.28"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,620,547,Y,50-59,Female,"49,187.88"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,460,413,Y,50-59,Male,"35,304.50"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,"1,414","1,241",Y,60+,Female,"113,139.46"
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,"1,591","1,388",Y,60+,Male,"129,407.04"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,1,0,N,50-59,Not Known (not recorded),117.72
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,2,0,N,60+,Not Known (not recorded),156.96
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,2,2,Y,18-29,Female,392.4
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,8,8,Y,30-39,Female,863.28
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,1,1,Y,30-39,Male,78.48
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,16,16,Y,40-49,Female,"1,491.12"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,13,12,Y,40-49,Male,"1,648.08"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,92,74,Y,50-59,Female,"9,731.52"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,94,64,Y,50-59,Male,"11,104.92"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,287,254,Y,60+,Female,"33,824.88"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,219,190,Y,60+,Male,"27,350.28"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,1,0,N,40-49,Not Known (not recorded),78.48
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,3,0,N,50-59,Not Known (not recorded),353.16
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,3,0,N,60+,Not Known (not recorded),392.4
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,17,14,Y,18-29,Female,"1,491.12"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,10,8,Y,18-29,Male,"1,491.12"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,42,39,Y,30-39,Female,"4,277.16"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,24,20,Y,30-39,Male,"2,354.40"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,179,146,Y,40-49,Female,"19,659.24"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,125,108,Y,40-49,Male,"11,183.40"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,399,333,Y,50-59,Female,"44,458.92"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,385,327,Y,50-59,Male,"40,731.12"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,702,602,Y,60+,Female,"77,930.64"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,932,781,Y,60+,Male,"102,102.48"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,3,3,Y,18-29,Female,431.64
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,6,6,Y,30-39,Female,863.28
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,2,2,Y,30-39,Male,392.4
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,13,13,Y,40-49,Female,"2,275.92"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,11,7,Y,40-49,Male,"2,275.92"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,13,11,Y,50-59,Female,"1,726.56"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,34,28,Y,50-59,Male,"9,378.36"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,42,35,Y,60+,Female,"5,375.88"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,15,12,Y,60+,Male,"2,275.92"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,1,0,N,40-49,Not Known (not recorded),57.93
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,1,0,N,60+,Not Known (not recorded),57.93
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,2,2,Y,40-49,Female,115.86
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,3,3,Y,50-59,Female,173.79
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,8,7,Y,50-59,Male,463.44
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,40,34,Y,60+,Female,"2,433.06"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,52,44,Y,60+,Male,"3,302.01"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,1,1,Y,50-59,Female,57.93
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,2,2,Y,50-59,Male,115.86
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,11,9,Y,60+,Female,811.02
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,20,17,Y,60+,Male,"1,158.60"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,2,0,N,30-39,Not Known (not recorded),146.5
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,1,0,N,40-49,Not Known (not recorded),73.25
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,6,0,N,50-59,Not Known (not recorded),439.5
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,9,0,N,60+,Not Known (not recorded),879
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,7,5,Y,18-29,Female,512.75
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,34,28,Y,18-29,Male,"2,765.19"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,135,102,Y,30-39,Female,"11,793.25"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,123,85,Y,30-39,Male,"7,269.99"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,563,458,Y,40-49,Female,"43,473.78"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,514,436,Y,40-49,Male,"43,986.62"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"1,225","1,014",Y,50-59,Female,"103,465.71"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"1,457","1,221",Y,50-59,Male,"123,792.54"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"3,144","2,558",Y,60+,Female,"261,246.15"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"4,282","3,565",Y,60+,Male,"362,422.91"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,11,0,N,30-39,Not Known (not recorded),805.75
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,20,0,N,40-49,Not Known (not recorded),"1,465.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,80,0,N,50-59,Not Known (not recorded),"6,153.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,228,0,N,60+,Not Known (not recorded),"17,689.88"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,402,294,Y,18-29,Female,"26,479.71"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,113,96,Y,18-29,Male,"8,863.25"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"1,786","1,472",Y,30-39,Female,"137,124.11"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"1,112",886,Y,30-39,Male,"87,149.18"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"6,184","5,010",Y,40-49,Female,"484,475.47"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"4,651","3,805",Y,40-49,Male,"366,249.91"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"15,350","12,483",Y,50-59,Female,"1,218,421.92"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"15,633","12,772",Y,50-59,Male,"1,250,230.97"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"29,759","24,343",Y,60+,Female,"2,403,790.56"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"37,541","30,662",Y,60+,Male,"3,028,008.71"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,1,1,Y,60+,Not Known (not recorded),73.25
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,18,12,Y,50-59,Female,"1,815.07"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,31,29,Y,60+,Female,"4,617.32"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,12,7,Y,60+,Male,"3,248.02"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,1,0,N,50-59,Not Known (not recorded),191.06
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,5,0,N,60+,Not Known (not recorded),605.02
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,15,14,Y,18-29,Female,"1,910.60"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,2,2,Y,18-29,Male,191.06
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,41,29,Y,30-39,Female,"4,680.97"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,3,3,Y,30-39,Male,286.59
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,51,43,Y,40-49,Female,"5,190.46"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,55,44,Y,40-49,Male,"5,254.15"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,325,267,Y,50-59,Female,"39,772.34"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,193,154,Y,50-59,Male,"25,538.28"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,772,664,Y,60+,Female,"94,956.78"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,616,523,Y,60+,Male,"88,142.37"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,3,0,N,30-39,Not Known (not recorded),219.75
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,2,0,N,40-49,Not Known (not recorded),366.25
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,2,0,N,50-59,Not Known (not recorded),197.78
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,6,0,N,60+,Not Known (not recorded),952.25
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,37,33,Y,18-29,Female,"3,955.50"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,17,14,Y,18-29,Male,"2,637.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,76,62,Y,30-39,Female,"7,471.50"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,142,115,Y,30-39,Male,"14,884.43"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,439,335,Y,40-49,Female,"53,479.88"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,233,204,Y,40-49,Male,"29,409.90"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,856,720,Y,50-59,Female,"102,828.47"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,676,565,Y,50-59,Male,"79,359.06"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,987,835,Y,60+,Female,"131,066.52"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"1,274","1,036",Y,60+,Male,"161,648.17"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,9,0,N,30-39,Not Known (not recorded),"1,025.50"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,25,0,N,40-49,Not Known (not recorded),"2,563.75"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,77,0,N,50-59,Not Known (not recorded),"5,786.75"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,125,0,N,60+,Not Known (not recorded),"10,474.75"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,401,340,Y,18-29,Female,"39,481.75"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,144,122,Y,18-29,Male,"15,016.25"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,"1,425","1,172",Y,30-39,Female,"146,133.75"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,863,717,Y,30-39,Male,"78,157.75"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,"5,163","4,250",Y,40-49,Female,"496,268.75"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,"3,677","3,052",Y,40-49,Male,"345,080.75"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,"10,309","8,517",Y,50-59,Female,"959,575.00"
