Year,Region Code,Region,BNF Chemical Substance Code,BNF Chemical Substance,BNF Product Code,BNF Product,Items,Total number of unique identified patients,Patient Identified (Y/N),Patient Age Band (Years old),Gender,Net Ingredient Cost (£),Adult obesity rate 2022/23 (%)
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,215,169,Y,40-49,Male,"27,066.87",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,767,648,Y,50-59,Female,"97,027.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,555,456,Y,50-59,Male,"76,392.31",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,"1,585","1,378",Y,60+,Female,"216,120.94",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,"1,720","1,473",Y,60+,Male,"241,595.77",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,1,0,N,18-29,Not Known (not recorded),73.25,28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,3,0,N,30-39,Not Known (not recorded),219.75,28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,13,0,N,40-49,Not Known (not recorded),"1,054.80",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,44,0,N,50-59,Not Known (not recorded),"3,442.75",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,96,0,N,60+,Not Known (not recorded),"7,837.75",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,172,142,Y,18-29,Female,"18,715.40",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,31,24,Y,18-29,Male,"4,541.50",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,625,492,Y,30-39,Female,"69,514.30",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,338,293,Y,30-39,Male,"40,529.23",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"1,438","1,216",Y,40-49,Female,"162,585.83",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,829,689,Y,40-49,Male,"90,507.70",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"3,429","2,898",Y,50-59,Female,"358,046.04",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"2,842","2,393",Y,50-59,Male,"297,446.34",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,1,1,Y,50-59,Not Known (not recorded),73.25,28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"4,562","3,861",Y,60+,Female,"498,063.44",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"5,940","5,037",Y,60+,Male,"619,299.51",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,13,0,N,30-39,Not Known (not recorded),"1,611.50",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,30,0,N,40-49,Not Known (not recorded),"2,197.50",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,96,0,N,50-59,Not Known (not recorded),"9,449.25",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,184,0,N,60+,Not Known (not recorded),"16,627.75",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,872,715,Y,18-29,Female,"84,237.50",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,332,282,Y,18-29,Male,"34,134.50",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"3,693","3,126",Y,30-39,Female,"363,906.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"2,091","1,765",Y,30-39,Male,"200,412.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"10,676","8,895",Y,40-49,Female,"1,025,939.50",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"6,568","5,476",Y,40-49,Male,"625,994.50",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"22,136","18,529",Y,50-59,Female,"2,094,510.50",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"16,813","14,163",Y,50-59,Male,"1,584,324.25",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"28,390","23,774",Y,60+,Female,"2,647,694.50",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBB,Ozempic,"32,608","27,439",Y,60+,Male,"3,001,052.50",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,2,0,N,40-49,Not Known (not recorded),197.78,28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,4,0,N,60+,Not Known (not recorded),512.75,28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,13,12,Y,18-29,Female,"1,325.83",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,96,78,Y,30-39,Female,"12,057.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,30,28,Y,30-39,Male,"3,442.79",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,107,93,Y,40-49,Female,"12,357.39",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,46,36,Y,40-49,Male,"5,083.62",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,146,130,Y,50-59,Female,"23,366.85",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,95,82,Y,50-59,Male,"12,789.48",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,154,131,Y,60+,Female,"21,066.74",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AW,Semaglutide,0601023AWBD,Wegovy,146,130,Y,60+,Male,"19,645.81",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,1,0,N,18-29,Not Known (not recorded),92,28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,4,0,N,40-49,Not Known (not recorded),828,28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,24,0,N,50-59,Not Known (not recorded),"3,633.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,46,0,N,60+,Not Known (not recorded),"5,180.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,351,304,Y,18-29,Female,"49,253.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,112,95,Y,18-29,Male,"10,766.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"1,018",850,Y,30-39,Female,"133,828.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,494,425,Y,30-39,Male,"60,343.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"2,033","1,712",Y,40-49,Female,"239,252.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"1,415","1,171",Y,40-49,Male,"166,101.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"3,704","3,058",Y,50-59,Female,"451,098.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"2,811","2,344",Y,50-59,Male,"333,502.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"4,219","3,545",Y,60+,Female,"494,464.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"4,948","4,125",Y,60+,Male,"582,319.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,1,0,N,18-29,Not Known (not recorded),92,28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,12,0,N,30-39,Not Known (not recorded),"1,380.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,29,0,N,40-49,Not Known (not recorded),"2,813.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,107,0,N,50-59,Not Known (not recorded),"11,187.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,164,0,N,60+,Not Known (not recorded),"16,463.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"1,024",851,Y,18-29,Female,"109,840.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,372,311,Y,18-29,Male,"41,714.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"3,720","3,103",Y,30-39,Female,"387,961.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"1,982","1,634",Y,30-39,Male,"208,574.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"8,658","7,070",Y,40-49,Female,"919,656.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"5,170","4,277",Y,40-49,Male,"546,768.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"16,156","13,252",Y,50-59,Female,"1,692,825.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"12,553","10,388",Y,50-59,Male,"1,333,030.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"20,443","17,022",Y,60+,Female,"2,132,294.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"21,559","18,036",Y,60+,Male,"2,232,490.00",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,1,0,N,50-59,Not Known (not recorded),73.36,28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,8,0,N,60+,Not Known (not recorded),603.94,28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,8,6,Y,18-29,Female,586.88,28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,18,14,Y,18-29,Male,"1,687.28",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,47,39,Y,30-39,Female,"3,567.34",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,4,4,Y,30-39,Male,310.5,28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,136,82,Y,40-49,Female,"8,755.85",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,87,79,Y,40-49,Male,"7,431.53",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,315,272,Y,50-59,Female,"26,634.77",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,351,301,Y,50-59,Male,"30,477.64",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,"1,120",956,Y,60+,Female,"106,951.01",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0AA,Exenatide,"1,289","1,107",Y,60+,Male,"123,805.87",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,27,24,Y,40-49,Female,"2,866.15",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,1,1,Y,40-49,Male,327.56,28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,27,24,Y,50-59,Female,"2,620.48",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,23,21,Y,50-59,Male,"2,784.26",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,154,136,Y,60+,Female,"17,688.24",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BB,Byetta,154,126,Y,60+,Male,"14,822.09",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,3,0,N,30-39,Not Known (not recorded),220.08,28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,7,0,N,50-59,Not Known (not recorded),513.52,28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,29,0,N,60+,Not Known (not recorded),"2,127.44",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,6,6,Y,18-29,Male,440.16,28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,59,54,Y,30-39,Female,"4,621.68",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,101,94,Y,30-39,Male,"8,069.60",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,222,194,Y,40-49,Female,"16,726.08",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,168,146,Y,40-49,Male,"12,691.28",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,620,547,Y,50-59,Female,"49,187.88",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,460,413,Y,50-59,Male,"35,304.50",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,"1,414","1,241",Y,60+,Female,"113,139.46",28.32608
Dec 23 - Nov 24,Y60,MIDLANDS,0601023Y0,Exenatide,0601023Y0BC,Bydureon,"1,591","1,388",Y,60+,Male,"129,407.04",28.32608
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,1,0,N,50-59,Not Known (not recorded),117.72,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,2,0,N,60+,Not Known (not recorded),156.96,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,2,2,Y,18-29,Female,392.4,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,8,8,Y,30-39,Female,863.28,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,1,1,Y,30-39,Male,78.48,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,16,16,Y,40-49,Female,"1,491.12",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,13,12,Y,40-49,Male,"1,648.08",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,92,74,Y,50-59,Female,"9,731.52",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,94,64,Y,50-59,Male,"11,104.92",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,287,254,Y,60+,Female,"33,824.88",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABAA,Liraglutide,219,190,Y,60+,Male,"27,350.28",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,1,0,N,40-49,Not Known (not recorded),78.48,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,3,0,N,50-59,Not Known (not recorded),353.16,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,3,0,N,60+,Not Known (not recorded),392.4,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,17,14,Y,18-29,Female,"1,491.12",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,10,8,Y,18-29,Male,"1,491.12",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,42,39,Y,30-39,Female,"4,277.16",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,24,20,Y,30-39,Male,"2,354.40",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,179,146,Y,40-49,Female,"19,659.24",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,125,108,Y,40-49,Male,"11,183.40",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,399,333,Y,50-59,Female,"44,458.92",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,385,327,Y,50-59,Male,"40,731.12",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,702,602,Y,60+,Female,"77,930.64",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBB,Victoza,932,781,Y,60+,Male,"102,102.48",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,3,3,Y,18-29,Female,431.64,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,6,6,Y,30-39,Female,863.28,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,2,2,Y,30-39,Male,392.4,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,13,13,Y,40-49,Female,"2,275.92",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,11,7,Y,40-49,Male,"2,275.92",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,13,11,Y,50-59,Female,"1,726.56",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,34,28,Y,50-59,Male,"9,378.36",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,42,35,Y,60+,Female,"5,375.88",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AB,Liraglutide,0601023ABBC,Saxenda,15,12,Y,60+,Male,"2,275.92",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,1,0,N,40-49,Not Known (not recorded),57.93,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,1,0,N,60+,Not Known (not recorded),57.93,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,2,2,Y,40-49,Female,115.86,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,3,3,Y,50-59,Female,173.79,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,8,7,Y,50-59,Male,463.44,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,40,34,Y,60+,Female,"2,433.06",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,52,44,Y,60+,Male,"3,302.01",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,1,1,Y,50-59,Female,57.93,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,2,2,Y,50-59,Male,115.86,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,11,9,Y,60+,Female,811.02,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,20,17,Y,60+,Male,"1,158.60",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,2,0,N,30-39,Not Known (not recorded),146.5,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,1,0,N,40-49,Not Known (not recorded),73.25,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,6,0,N,50-59,Not Known (not recorded),439.5,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,9,0,N,60+,Not Known (not recorded),879,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,7,5,Y,18-29,Female,512.75,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,34,28,Y,18-29,Male,"2,765.19",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,135,102,Y,30-39,Female,"11,793.25",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,123,85,Y,30-39,Male,"7,269.99",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,563,458,Y,40-49,Female,"43,473.78",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,514,436,Y,40-49,Male,"43,986.62",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"1,225","1,014",Y,50-59,Female,"103,465.71",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"1,457","1,221",Y,50-59,Male,"123,792.54",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"3,144","2,558",Y,60+,Female,"261,246.15",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"4,282","3,565",Y,60+,Male,"362,422.91",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,11,0,N,30-39,Not Known (not recorded),805.75,26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,20,0,N,40-49,Not Known (not recorded),"1,465.00",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,80,0,N,50-59,Not Known (not recorded),"6,153.00",26.20797
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,228,0,N,60+,Not Known (not recorded),"17,689.88",26.20797
